active,additional_description,attribute,batchno,brand,category,combo_products,created_date,deal,desc,featured,file,height,igst,length,manage_stock,master_category,name,options,packaging_charge,point,point_exp_date,price,product_types,return_day,returnable,selling_price,shelving_location,short_desc,sku,slug,stock_qty,sub_category,tags,tax_status,threshold,vendor,video_url,weight,width
1,"Size : 50 ml
Skin type : Mature, Dry, Normal
How to use: Apply a small amount of serum on cleansed skin Before bed.
Cautions: Store at room temperature
Country of Origin: Russia",,,6211dc2f0fe91d273d2178b9,"6214960e60550b55668de7b7,625d0e11ad10bc2c6a9bbb6e",,,,"<div>”Keeps the whole force of nature, removes wrinkles and tones the face. Chemical free, sulfate & silicone free”</div><div>Features:</div><div>Shea butter keeps the whole force of nature</div><div>Completely safe even for children and people with very sensitive skin.</div><div>Organic wheat germ oil rejuvenates the skin and contributes to the process of natural cell regeneration</div></div>",,"69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 1.jpg,69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 2.jpg,69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 3.jpg,69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 4.jpg,69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 5.jpg,69. FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID 6.jpg",,,,1,"61bd25a466538a1c1f366ac3,615ae18463d6a6435a183dcc",TEST FACIAL NIGHT CREAM SERUM ANTI AGE HYALURONIC ACID,,,0,,80.85,"6204f5beafd461425c9ff207,6278b274b79069754ca2b7b0",0,,0,Sharjah,Rich night time cream serum specially formulated to revitalize and rejuvenate mature skin,4.62709E+12,,10,"622db4e4a933dd70cf68729d,625d0e8fad10bc2c6a9bbb91","Women Care, Men Care, Face Care, Silicon Free, Paraben Free",,2,62750231fc9ddb176c788d22,,50 ml,
